No,Words,English_word,image,,,,,,
2402,బాగవతుడు,devotee,devotee_bhakta.png,5,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2403,బాగ్గెము,wealth,riches_money.png,3,8,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2404,బాగోతం,street play,street_play.jpg,3,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2405,బాజాబజంత్రీలు,music band,wedding_band.jpg,6,13,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2406,బాట,path,path_road.jpeg,2,3,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2407,దారి,path,path_road.jpeg,2,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2408,మార్గము,path,path_road.jpeg,3,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2409,రహదారి,path,path_road.jpeg,4,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2410,బాటు,weighing stone,weighing_stone.PNG,2,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2411,తూకపురాయి,weighing stone,weighing_stone.PNG,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2412,అద్దె,rent,rent.png,2,5,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2413,బాడిగ,rent,rent.png,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2414,బాణాధి,arrows,quiver_arrows.jpg,3,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2415,తూణీరము,arrows,quiver_arrows.jpg,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2416,ఆకాశబాణాలు,rocket fire crackers,rocket_fire_crackers.jpg,6,10,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2417,తారాజువ్వలు,rocket fire crackers,rocket_fire_crackers.jpg,5,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2418,బానిసత్వము,slavery,slave.png,5,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2419,బాణాకత్తి,two handed sword,two_handed_sword.jpg,4,9,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2420,బాణాకర్ర,quarterstaff,quarter_staff.jpg,4,8,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2421,మన్మథబాణము,cupid arrow,cupid_arrow.png,6,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2422,పుష్పబాణుడు,lord manmadha,lord_manmadha.jpg,5,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2423,మన్మథుడు,lord manmadha,lord_manmadha.jpg,4,8,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2424,గూడకొంగ,pelican,pelican.jpg,4,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2425,గూడబాతు,pelican,pelican.jpg,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2426,రాజహంస,flamingo,flamingo.jpg,4,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2427,బాదంపప్పు,almonds,almonds.jpg,4,9,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2428,ఒకటింబాతిక,one and one fourth,one_and_one_fourth.png,6,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2429,ఒకటింపావు,one and one fourth,one_and_one_fourth.png,5,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2430,హైదరాబాద్,hyderabad,hyderabad.png,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2431,భాగ్యనగరం,hyderabad,hyderabad.png,5,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2432,పంచబాణుడు,manmadhuDu,manmadha_5_arrows.jpg,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2433,జిందాబాద్,long live,zindabad.png,4,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2434,బాధ,pain,pain.png,2,3,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2435,ఈర్పెన,lice comb,lice_comb.jpg,3,6,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2436,ఈరిబాన,lice comb,lice_comb.jpg,4,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2437,బాలేపండు,banana,banana.png,4,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2438,బాసవాలు,sage,sage_1.jpeg,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2439,బొంబాయిరవ్వ,bombay ravva,bombay_rava.jpg,5,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2440,టమాటాబాత్,tomato bath,tomato_bath.png,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2441,బాదంషర్బత్,badam sharbath,badam_sharbath.jpg,5,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2442,సాంబారు,sambar,sambar.jpg,3,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2443,ములక్కాయసాంబార్,drumstick,drumstick_sambar.png,7,15,4,4,2020-11-15 18:28:32,2021-05-24 05:50:48
2444,బొంబాయిహల్వా,bombay halwa,bombay_halwa.jpg,5,12,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2445,చికెన్ కబాబ్,chicken kabab,chicken_kabab.png,7,12,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2446,బాసుంది,basundi sweet,basuMdi_sweet.png,3,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2447,బూందిలడ్డు,bundi laddu,buuMdi_laDDu.png,4,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2448,దిగుడుబావి,well with steps,well_with_steps.jpg,5,10,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2449,మెట్లబావి,well with steps,well_with_steps.jpg,4,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2450,కుండబొజ్జ,pot belly,pot_belly.jpg,4,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2451,బానకడుపు,pot belly,pot_belly.jpg,5,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2452,బాలకృష్ణుడు,bala krishna,baby_krishna.jpeg,5,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2453,బాల్యక్రీడలు,childrens games,childrens_games.jpeg,5,12,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2454,బాల్యము,childhood,childhood.jpg,3,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2455,బాసికదండ,basikam garland,basikam_garland.png,5,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2456,గండుపిల్లి,tom cat,tom_cat.jpg,4,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2457,జంగుపిల్లి,tom cat,tom_cat.jpg,4,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2458,బావురుపిల్లి,tom cat,tom_cat.jpg,5,12,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2459,అడవిపిల్లి,tom cat,tom_cat.jpg,5,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2460,మేకగడ్డము,goatee,goatee.jpg,5,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2461,ఆనందబాష్పములు,tears of joy,tears_of_joy.webp,7,13,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2462,బాహుయుద్ధం,wrestling,wrestler.png,4,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2463,బాహువు,shoulder,shoulder2.png,3,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2464,తంబాకు,tobacco,tobacco.png,3,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2465,బాలసుబ్రహ్మణ్యస్వామి,bala subramanya swamy,bala_subramanya_swamy.jpg,8,20,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2466,బాలగోపాలుడు ,bala krishna,bala_goala.jpg,7,12,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2467,బాటలు,paths,paths.jpg,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2468,బారులుతీరు,make lines,make_lines.jpg,5,10,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2469,బాలసాహిత్యం,childrens books,childrens_books.png,5,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2470,గలబా,fight,street_fight.png,3,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2471,పోట్లాట,fight,street_fight.png,3,7,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2472,గొడవ,fight,street_fight.png,3,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2473,కయ్యం,fight,street_fight.png,2,5,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2474,లొల్లి,fight,street_fight.png,2,6,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2475,కొట్లాట,fight,street_fight.png,3,7,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2476,తగాద,fight,street_fight.png,3,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2477,గలాట,fight,street_fight.png,3,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2478,రచ్చ,fight,street_fight.png,2,4,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2479,తగువు,fight,street_fight.png,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2480,తారాపథం,sky,sky2.jpg,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2481,కాలభైరవుడు,kala bhairava,kala_bhairavuDu.jpg,6,10,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2482,ముద్దకవ్వము,churning staff,majjiga kavvamu.png,5,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2483,test,test,music_notes.jpg,4,4,4,4,2020-11-15 18:28:32,2021-05-24 05:50:49
2484,,,,0,0,0,0,2020-11-15 18:28:32,2021-05-24 05:50:49
2485,శ్రీలక్ష్మీనరసింహస్వామి,lord lakshmi narasimha,lord_lakshmi_narasimha.jpg,9,23,6,6,2020-11-15 18:28:32,2020-11-15 18:31:25
2487,భీమసేనుడు,lord bheema,lord_bheema.png,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2488,గౌద,cheek,cheek.png,2,3,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2489,గవుద,cheek,cheek.png,3,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2490,చుబుకము,cheek,cheek.png,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2491,గౌరవవందనం,guard of honor,guard_of_honor.jpg,6,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2492,పూనిక,oath,taking_oath.png,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2493,ప్రతిన,oath,taking_oath.png,3,6,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2494,శపథము,oath,taking_oath.png,4,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2495,ఎండ్రిక,crab,crab.jpeg,3,7,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2496,కర్కటకము,crab,crab.jpeg,5,8,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2497,కర్కటము,crab,crab.jpeg,4,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2498,పీత,crab,crab.jpeg,2,3,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2499,నండ్రకాయ,crab,crab.jpeg,4,8,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2500,వృశ్చికము,crab,crab.jpeg,4,9,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2501,కప్పుటైదువ,parvathi,goddess_parvathi.png,5,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2502,పార్వతి,parvathi,goddess_parvathi.png,3,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2503,పరమేశ్వరి,parvathi,goddess_parvathi.png,5,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2504,గిరిజ,parvathi,goddess_parvathi.png,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2505,గౌరమ్మ,parvathi,goddess_parvathi.png,3,6,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2506,హిమజ,parvathi,goddess_parvathi.png,3,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2507,హైమావతి,parvathi,goddess_parvathi.png,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2508,ఉమ,parvathi,goddess_parvathi.png,2,2,1,1,2020-11-15 18:28:32,2020-11-15 18:31:25
2509,ఈశ్వరి,parvathi,goddess_parvathi.png,3,6,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2510,బంతిపూలు,marigold,marigolds.jpg,4,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2511,అర్జునపూలు,marigold,marigolds.jpg,5,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2512,దోసకాయ,dosakaya,dosakaya_2.jpg,4,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2513,బుడమకాయ,dosakaya,dosakaya_2.jpg,5,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2514,అమ్మాయి,little girl,baby_girl (3).png,3,7,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2515,బాలకి,little girl,baby_girl (3).png,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2516,చిన్నపిల్ల,little girl,baby_girl (3).png,4,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2517,పిన్నపాప,little girl,baby_girl (3).png,4,8,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2518,టుంగుటుయ్యాల,swing bed,swing_bed.jpg,5,12,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2519,తూగుటుయ్యాల,swing bed,swing_bed.jpg,5,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2520,కొట్టము,cattle shed,cow_shed.png,3,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2521,ఎడ్లచావిడి,cowshed,cow_shed.png,5,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2522,కృష్ణానది,river krishna,river_krishna.jpg,4,9,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2523,కృష్ణవేణి,river krishna,river_krishna.jpg,4,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2524,కృష్ణాతటిని,river krishna,river_krishna.jpg,5,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2525,కృష్ణాతరంగిణి,river krishna,river_krishna.jpg,6,13,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2526,నింగి,sky,sky2.jpg,2,5,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2527,అంబరము,sky,sky2.jpg,4,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2528,గగనము,sky,sky2.jpg,4,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2529,చుక్కలత్రోవ,sky,sky2.jpg,5,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2530,దివి,sky,sky2.jpg,2,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2531,నక్షత్రపథము,sky,sky2.jpg,6,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2532,మిన్ను,sky,sky2.jpg,2,6,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2533,వ్యోమము,sky,sky2.jpg,3,7,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2534,శంకరుడు,lord Shiva,lord_shiva.PNG,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2535,ముక్కంటి,lord Shiva,lord_shiva.PNG,3,8,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2536,అర్ధనారీశ్వరుడు,lord Shiva,lord_shiva.PNG,7,15,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2537,కాలకంఠుడు,lord Shiva,lord_shiva.PNG,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2538,పరమేశ్వరుడు,lord Shiva,lord_shiva.PNG,6,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2539,పశుపతి,lord Shiva,lord_shiva.PNG,4,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2540,పినాకపాణి,lord Shiva,lord_shiva.PNG,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2541,మహేశుడు,lord Shiva,lord_shiva.PNG,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2542,శూలపాణి,lord Shiva,lord_shiva.PNG,4,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2543,పినాకి,lord Shiva,lord_shiva.PNG,3,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2544,దైవకోవిదుడు,astrologer,astrologer.jpg,6,11,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2545,కాలచింతకుడు,astrologer,astrologer.jpg,6,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2546,వజ్రకీట,vajrakiTa,vajra_kiiTa.jpg,4,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2547,మానవహక్కులు,human rights,human_rights.png,6,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2548,హరికంఠము,cuckoo_koel,cuckoo_kookila.png,5,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2549,హాలాహలము,poison,poison (2).jpg,5,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2550,అపహరణము,thievery,thief.jpg,6,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2551,దొంగతనము,thievery,thief.jpg,5,8,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2552,చౌర్యము,thievery,thief.jpg,3,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2553,దొంగపని,thievery,thief.jpg,4,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2554,లూటీ,thievery,thief.jpg,2,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2555,హలి,lord balarama,lord_balaram.jpg,2,3,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2556,బలరాముడు,lord balarama,lord_balaram.jpg,5,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2557,హలధరుడు,lord balarama,lord_balaram.jpg,5,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2558,నాగటిజోదు,lord balarama,lord_balaram.jpg,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2559,హయగ్రీవుడు,lord vishnu,lord_hayagreeva.jpg,5,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2560,హవనము,homam,yagnam.png,4,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2561,ఆహవనము,homam,yagnam.png,5,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2562,యజ్ఞము,homam,yagnam.png,3,6,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2563,హసనవాయువు,laughing gas,nitrous_oxide_laughing_gas.png,6,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2564,అంగార,portable stove,coal_stove.jpg,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2565,ఆడజింక,female antelope,antelope_female.jpg,4,6,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2566,హరిణలోచన,woman,beautiful_woman2.png,6,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2567,కుటుంబనియంత్రణ,family planning,family_planning.jpg,7,14,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2568,జూదము,dice playing,dice_playing.png,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2569,నింగిసిగ,lord shiva,lord_shiva_sky.png,4,8,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2570,నింగిచూలి,wind,wind.png,4,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2571,హృదయము,heart,heart.png,4,6,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2572,భగ్నహృదయము,broken heart,broken_heart.png,6,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2573,అడవిగన్నేరు,gannEru flower,aDavi_ganneru.jpg,6,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2574,గున్నేనుగు,elephant,elephant_4.jpg,4,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2575,సిద్ధాంతి,astrologer,astrologer.jpg,3,9,5,5,2020-11-15 18:28:32,2020-11-15 18:31:25
2576,"ఈగ, మక్షికం",fly,house_fly (3).png,7,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2577,కృష్ణకొండి,peacock feather,peacock_feather.jpeg,4,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2578,నెమలిపింఛం,peacock feather,peacock_feather.jpeg,5,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2579,హృదయరోగం,heart disease,heart_disease.jpg,5,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2580,గుండెజబ్బు,heart disease,heart_disease.jpg,4,10,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2581,పాంకోళ్లు,sandals,paduka_sandals.jpg,3,9,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2582,కృషీవలుడు,farmer,farming.png,5,9,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2583,రైతు,farmer,farming.png,2,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2584,సేద్యగాడు,farmer,farming.png,4,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2585,వ్యవసాయదారుడు,farmer,farming.png,7,13,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2586,కమతకాడు,farmer,farming.png,5,7,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2587,క్షేత్రజీవి,farmer,farming.png,4,11,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2588,కర్షకుడు,farmer,farming.png,4,8,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2589,కృష్ణపక్షము,dark fortnight,krishna_dark_fortnight.png,5,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2590,శుక్లపక్షము,bright fortnight,bright_fort_night.png,5,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2591,చుక్కలదొర,moon,moon.png,5,9,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2592,చుక్కలరాయుడు,moon,moon.png,6,12,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2593,చుక్కలరేడు,moon,moon.png,5,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2594,కలువలదొర,moon,moon.png,6,8,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2595,ద్రౌపది,draupadi,draupadi.png,3,7,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2596,పాంచాలి,draupadi,draupadi.png,3,7,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2597,సైరంధ్రి,draupadi,draupadi.png,3,8,4,4,2020-11-15 18:28:32,2020-11-15 18:31:25
2598,పంచపాండవులు,pandavulu,pancha_panDavulu.png,6,11,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2599,కృష్ణలీలలు,krishna lila,krishna_lilalu.png,5,10,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
2600,అతివ,woman,woman_0.jpeg,3,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2601,ఇంతి,woman,woman_0.jpeg,2,4,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2602,ముదిత,woman,woman_0.jpeg,3,5,2,2,2020-11-15 18:28:32,2020-11-15 18:31:25
2603,సంఘసంస్కర్తలు,social reformers,social_reformers.png,6,13,3,3,2020-11-15 18:28:32,2020-11-15 18:31:25
